UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
1654903352,34.89,19.01,358.0,3915.0,12487.0,19631,930.954,195.84,203.47,1347.9,210.189,4.747,347
1654903353,34.89,19.01,354.0,4346.0,12417.0,19622,930.957,195.66,203.28,1346.64,209.993,4.743,348
1654903354,34.9,18.95,454.0,5362.0,12252.0,19540,930.959,239.37,248.7,1647.49,256.908,5.803,349
1654903355,34.88,19.14,527.0,7949.0,12123.0,19453,930.983,256.1,266.08,1762.64,274.86400000000003,6.207999999999999,350
1654903356,34.89,19.28,567.0,9284.0,12056.0,19412,930.982,262.61,272.84,1807.45,281.85200000000003,6.3660000000000005,351
1654903357,34.92,19.45,598.0,9773.0,12035.0,19392,930.975,240.11,249.46,1652.56,257.698,5.82,352
1654903358,34.93,19.66,618.0,10436.0,12004.0,19370,930.965,204.14,212.1,1405.02,219.097,4.948,353
1654903359,34.98,19.79,640.0,11131.0,11980.0,19343,930.96,162.52,168.85,1118.56,174.42700000000002,3.94,354
1654903360,35.0,19.98,659.0,11207.0,11970.0,19330,930.96,102.37,106.35,704.54,109.865,2.481,355
1654903361,35.02,20.05,588.0,10230.0,12015.0,19393,930.965,94.19,97.86,648.27,101.089,2.283,356
1654903362,35.04,20.14,622.0,11146.0,11965.0,19365,930.966,84.3,87.59,580.21,90.476,2.044,357
1654903363,35.06,20.24,645.0,11840.0,11935.0,19340,930.968,79.08,82.17,544.31,84.87899999999999,1.917,358
1654903364,35.09,20.29,671.0,12710.0,11893.0,19314,930.954,67.92,70.56,467.45,72.89399999999999,1.646,359
1654903365,35.14,20.36,699.0,13336.0,11864.0,19286,930.952,60.25,62.6,414.67,64.663,1.461,360
1654903366,36.54,20.38,709.0,14725.0,11787.0,19271,930.949,50.67,52.65,348.77,54.386,1.228,361
1654903367,36.99,19.88,673.0,14793.0,11789.0,19303,930.942,45.09,46.84,310.32,48.391000000000005,1.093,362
1654903368,37.24,19.39,626.0,14076.0,11835.0,19364,930.935,38.04,39.52,261.82,40.828,0.922,363
1654903369,37.41,19.04,571.0,14404.0,11808.0,19418,930.931,35.02,36.38,241.02,37.584,0.8490000000000001,364
1654903370,37.55,18.67,611.0,15892.0,11740.0,19377,930.928,33.46,34.76,230.27,35.909,0.8109999999999999,365
1654903371,37.65,18.53,674.0,16274.0,11717.0,19312,930.935,32.47,33.74,223.5,34.853,0.787,366
1654903372,37.77,18.39,870.0,17235.0,11671.0,19237,930.933,29.96,31.13,206.21,32.156,0.726,367
1654903373,37.89,18.32,1113.0,17663.0,11651.0,19180,930.931,28.21,29.31,194.16,30.277,0.684,368
1654903374,38.0,18.19,1241.0,17930.0,11639.0,19147,930.917,26.14,27.16,179.91,28.055,0.634,369
1654903375,38.1,18.18,1243.0,18799.0,11620.0,19142,930.909,25.08,26.06,172.63,26.92,0.608,370
1654903376,38.17,18.09,1170.0,19682.0,11615.0,19159,930.918,23.55,24.47,162.08,25.274,0.5710000000000001,371
1654903377,38.25,18.09,839.0,14786.0,11788.0,19262,930.914,20.18,20.96,138.86,21.654,0.489,372
1654903378,38.34,17.89,818.0,15045.0,11785.0,19250,930.918,19.33,20.08,133.04,20.746,0.469,373
1654903379,38.41,17.7,604.0,8163.0,12109.0,19381,930.928,17.74,18.43,122.08,19.036,0.43,374
1654903380,38.51,17.2,353.0,3770.0,12505.0,19639,930.942,14.9,15.48,102.57,15.995,0.361,375
1654903381,38.58,16.9,317.0,4169.0,12438.0,19676,930.957,14.0,14.55,96.36,15.027,0.3389999999999999,376
1654903382,38.64,16.77,319.0,4602.0,12366.0,19663,930.955,12.56,13.05,86.43,13.477,0.304,377
1654903383,38.71,16.71,246.0,3397.0,12570.0,19749,930.955,11.81,12.27,81.29,12.675999999999998,0.286,378
1654903384,38.74,16.66,199.0,4019.0,12455.0,19785,930.958,10.69,11.1,73.56,11.470999999999998,0.259,379
1654903385,38.8,16.65,298.0,5667.0,12236.0,19694,930.945,10.34,10.74,71.14,11.094,0.251,380
1654903386,38.87,16.58,372.0,7285.0,12149.0,19609,930.951,9.46,9.83,65.11,10.154,0.2289999999999999,381
1654903387,38.92,16.61,398.0,7850.0,12128.0,19588,930.944,9.03,9.38,62.16,9.693,0.2189999999999999,382
1654903388,38.99,16.66,497.0,9826.0,12028.0,19501,930.945,8.59,8.92,59.1,9.216,0.208,383
1654903389,39.0,16.76,586.0,10620.0,11991.0,19398,930.934,7.74,8.04,53.25,8.304,0.188,384
1654903390,39.06,16.9,628.0,10330.0,11997.0,19351,930.934,7.37,7.66,50.72,7.909,0.179,385
1654903391,39.07,17.11,900.0,10375.0,12001.0,19234,930.943,7.45,7.74,51.28,7.996,0.181,386
1654903392,39.13,17.24,896.0,9307.0,12052.0,19233,930.931,20.55,21.35,141.43,22.055,0.498,387
1654903393,39.19,17.29,481.0,5265.0,12259.0,19494,930.934,78.57,81.63,540.78,84.329,1.905,388
1654903394,37.9,17.3,447.0,4938.0,12327.0,19544,930.939,88.07,91.5,606.17,94.525,2.135,389
1654903395,37.52,17.73,336.0,3802.0,12491.0,19659,930.937,96.96,100.74,667.37,104.068,2.35,390
1654903396,37.34,17.99,259.0,3443.0,12558.0,19729,930.937,79.62,82.72,548.0,85.454,1.93,391
1654903397,37.19,18.23,204.0,3213.0,12592.0,19790,930.922,63.48,65.95,436.9,68.13,1.539,392
1654903398,37.15,18.38,150.0,3083.0,12613.0,19844,930.905,47.47,49.32,326.69,50.944,1.151,393
1654903399,37.11,18.5,145.0,3494.0,12544.0,19850,930.903,23.99,24.93,165.14,25.751,0.5820000000000001,394
1654903400,37.07,18.54,130.0,3457.0,12553.0,19863,930.915,18.32,19.03,126.08,19.661,0.444,395
1654903401,37.04,18.6,125.0,3639.0,12518.0,19868,930.913,13.32,13.84,91.71,14.300999999999998,0.3229999999999999,396
1654903402,37.04,18.67,8.0,670.5749939812214,12765.0,19980,930.917,12.91,13.41,88.86,13.857,0.313,397
1654903403,37.01,18.33,0.0,2079.0,12765.0,20031,930.92,11.11,11.54,76.47,11.925,0.2689999999999999,398
1654903404,36.97,18.04,0.0,2038.0,12772.0,20042,930.93,10.43,10.84,71.8,11.196,0.253,399
1654903405,36.95,17.82,0.0,1483.0,12894.0,20078,930.935,9.56,9.93,65.79,10.26,0.2319999999999999,400
1654903406,36.95,17.86,0.0,1375.0,12950.0,20125,930.937,9.27,9.63,63.8,9.949,0.225,401
1654903407,36.95,17.95,0.0,1368.0,12963.0,20141,930.944,8.93,9.28,61.47,9.585,0.216,402
1654903408,36.95,17.87,0.0,1392.0,12939.0,20149,930.939,8.71,9.05,59.95,9.349,0.211,403
1654903409,36.94,17.92,0.0,1537.0,12862.0,20129,930.937,8.39,8.72,57.76,9.007,0.203,404
1654903410,36.94,18.02,0.0,1646.0,12843.0,20115,930.94,8.23,8.55,56.66,8.836,0.2,405
1654903411,36.94,18.08,0.0,1729.0,12826.0,20125,930.937,7.91,8.21,54.41,8.484,0.192,406
1654903412,36.92,18.02,0.0,1800.0,12814.0,20150,930.929,7.72,8.02,53.14,8.287,0.187,407
1654903413,36.95,18.04,0.0,2088.0,12768.0,20155,930.933,7.42,7.71,51.1,7.968999999999999,0.18,408
1654903414,36.97,17.97,0.0,2074.0,12769.0,20168,930.936,7.4,7.69,50.96,7.947,0.179,409
1654903415,36.94,17.86,0.0,2081.0,12770.0,20150,930.934,7.5,7.79,51.61,8.048,0.182,410
1654903416,36.94,17.79,0.0,1572.0,12841.0,20177,930.942,7.68,7.98,52.86,8.242,0.186,411
1654903417,36.95,17.78,0.0,1397.0,12934.0,20233,930.945,7.98,8.29,54.89,8.56,0.193,412
1654903418,36.98,17.63,0.0,1690.0,12832.0,20239,930.941,7.98,8.3,54.95,8.568999999999999,0.1939999999999999,413
1654903419,36.97,17.63,0.0,1750.0,12819.0,20232,930.931,7.94,8.25,54.66,8.523,0.193,414
1654903420,36.97,17.63,0.0,1844.0,12807.0,20206,930.932,7.85,8.15,54.0,8.42,0.19,415
1654903421,36.98,17.65,0.0,2475.0,12700.0,20150,930.924,7.8,8.1,53.65,203.3826604572125,0.1889999999999999,416
1654903422,37.01,17.62,0.0,1763.0,12814.0,20173,930.925,7.65,7.95,52.65,8.211,0.185,417
1654903423,37.05,17.61,0.0,2904.0,12632.0,20157,930.934,7.55,7.85,51.99,8.107000000000001,0.183,418
1654903424,38.44,17.47,0.0,1745.0,12820.0,20227,930.926,7.43,7.72,51.13,7.974,0.18,419
1654903425,38.85,16.95,0.0,1460.0,12899.0,20268,930.928,7.36,7.64,50.64,7.897,0.178,420
1654903426,39.07,16.52,0.0,1460.0,12898.0,20274,930.93,7.33,7.62,50.48,7.872000000000001,0.178,421
1654903427,39.22,16.32,0.0,1729.0,12816.0,20277,930.934,7.31,7.6,50.33,7.848,0.177,422
1654903428,39.34,16.16,0.0,2240.0,12743.0,20224,930.936,7.35,7.64,50.59,7.888,0.178,423
1654903429,39.44,16.12,0.0,2842.0,12636.0,20184,930.943,7.42,7.71,51.1,7.968,0.18,424
1654903430,39.56,16.06,0.0,3653.0,12510.0,20168,930.943,7.93,8.24,54.59,8.513,0.192,425
1654903431,39.62,16.02,0.0,4742.0,12336.0,20106,930.943,8.09,8.4,55.66,8.679,0.196,426
1654903432,39.71,15.97,63.0,4897.0,12319.0,20033,930.947,8.27,8.59,56.91,8.875,0.2,427
1654903433,39.78,15.94,0.0,2634.0,12674.0,20151,930.961,8.37,8.69,57.58,8.979,0.203,428
1654903434,39.87,15.82,0.0,2669.0,12663.0,20185,930.965,8.46,8.79,58.23,9.081,0.205,429
1654903435,39.91,15.71,0.0,2643.0,12665.0,20202,930.963,8.46,8.79,58.24,9.082,0.205,430
1654903436,39.97,15.69,0.0,2865.0,12634.0,20214,930.96,8.41,8.74,57.91,9.031,0.204,431
1654903437,39.99,15.63,108.0,9238.0,12036.0,19995,930.967,8.19,8.51,56.35,8.787,0.198,432
1654903438,40.07,15.23,217.0,6972.0,12164.0,19910,930.956,8.1,8.41,55.74,8.693,0.196,433
1654903439,40.11,15.15,181.0,7453.0,12130.0,19941,930.956,10.58,10.99,72.79,11.35,0.256,434
1654903440,40.13,15.05,354.0,12039.0,11910.0,19761,930.941,15.4,16.01,106.03,16.533,0.373,435
1654903441,40.19,15.02,448.0,13183.0,11855.0,19664,930.937,18.52,19.24,127.44,19.872,0.449,436
1654903442,40.23,15.12,539.0,15412.0,11748.0,19577,930.934,52.56,54.61,361.78,56.415,1.274,437
1654903443,40.29,15.17,631.0,17449.0,11653.0,19482,930.94,45.92,47.7,316.02,49.28,1.113,438
1654903444,40.33,15.21,743.0,19783.0,11597.0,19402,930.931,33.42,34.72,230.03,35.871,0.81,439
1654903445,40.39,15.23,1078.0,24299.0,11524.0,19302,930.933,28.05,29.14,193.03,30.1,0.68,440
1654903446,40.45,15.26,1567.0,37015.0,11328.0,19194,930.944,33.77,35.09,232.45,36.248000000000005,0.8190000000000001,441
1654903447,40.49,15.38,2381.0,45467.0,11215.0,18976,930.955,70.41,73.15,484.57,75.563,1.707,442
1654903448,40.55,15.45,2773.0,44988.0,11233.0,18881,930.951,72.29,75.1,497.52,77.583,1.7519999999999998,443
1654903449,40.56,15.46,2218.0,38201.0,11322.0,19021,930.949,39.58,41.12,272.41,42.48,0.959,444
1654903450,40.59,15.5,2084.0,33987.0,11380.0,19047,930.953,26.05,27.06,179.27,27.956,0.631,445
1654903451,40.63,15.49,1764.0,26872.0,11489.0,19141,930.947,11.68,12.13,80.39,12.535,0.283,446
1654903452,40.7,15.42,1456.0,23643.0,11540.0,19224,930.939,7.87,8.18,54.19,8.45,0.191,447
1654903453,40.7,15.47,1178.0,21347.0,11571.0,19295,930.923,4.54,4.72,31.26,4.874,0.11,448
1654903454,39.44,15.52,1118.0,17502.0,11651.0,19310,930.917,3.89,4.05,26.81,4.18,0.094,449
1654903455,39.03,15.89,860.0,17609.0,11636.0,19360,930.925,3.43,3.57,23.63,3.685,0.083,450
1654903456,38.83,16.14,866.0,16610.0,11684.0,19357,930.928,3.11,3.23,21.4,3.337,0.075,451
1654903457,38.74,16.25,925.0,17327.0,11651.0,19348,930.922,2.95,3.07,20.31,3.167,0.072,452
1654903458,38.57,16.53,616.0,11093.0,11958.0,19499,930.92,2.49,2.59,17.13,2.6710000000000003,0.06,453
1654903459,38.45,16.62,599.0,13023.0,11864.0,19518,930.937,2.85,2.96,19.63,3.0610000000000004,0.069,454
1654903460,38.41,16.57,662.0,16571.0,11689.0,19445,930.938,2.92,3.03,20.07,3.129,0.071,455
1654903461,38.32,16.35,2141.0,34946.0,11375.0,19033,930.937,3.01,3.12,20.69,3.227,0.073,456
1654903462,38.28,16.22,2614.0,32978.0,11393.0,18922,930.937,3.05,3.17,20.98,3.2710000000000004,0.074,457
1654903463,38.27,16.14,3041.0,40497.0,11286.0,18810,930.944,3.09,3.21,21.28,3.318,0.075,458
1654903464,38.2,16.05,5747.0,51447.0,11121.0,18564,930.938,3.46,3.59,23.79,3.711,0.084,459
1654903465,38.21,16.02,8091.0,52456.0,11109.0,18410,930.947,8.73,9.07,60.06,9.366,0.212,460
1654903466,38.19,15.95,5009.0,21877.0,11574.0,18605,930.934,19.42,20.17,133.65,20.841,0.471,461
1654903467,38.17,16.07,2469.0,14015.0,11810.0,18968,930.939,19.56,20.32,134.59,20.988000000000003,0.474,462
1654903468,38.17,16.18,1685.0,13534.0,11840.0,19148,930.931,17.87,18.57,123.03,19.184,0.433,463
1654903469,38.14,16.26,1804.0,17045.0,11667.0,19136,930.926,15.11,15.7,103.99,16.215999999999998,0.366,464
1654903470,38.14,16.31,1467.0,13168.0,11856.0,19217,930.928,14.11,14.66,97.15,15.149,0.342,465
1654903471,38.14,16.14,768.0,6728.0,12162.0,19391,930.947,12.25,12.72,84.29,13.144,0.297,466
1654903472,38.13,16.22,641.0,8681.0,12067.0,19464,930.953,11.58,12.03,79.71,12.429,0.281,467
1654903473,38.14,16.42,539.0,5652.0,12208.0,19578,930.94,10.56,10.97,72.69,11.336,0.256,468
1654903474,38.09,16.55,474.0,5373.0,12234.0,19648,930.945,10.07,10.46,69.32,10.809,0.244,469
1654903475,38.07,16.69,341.0,4383.0,12388.0,19782,930.941,8.76,9.1,60.3,9.403,0.212,470
1654903476,38.07,16.68,261.0,3247.0,12571.0,19861,930.94,7.73,8.03,53.22,8.299,0.187,471
1654903477,38.09,16.63,210.0,3747.0,12488.0,19906,930.945,7.22,7.5,49.68,7.747000000000001,0.175,472
1654903478,38.07,16.51,207.0,3987.0,12453.0,19923,930.945,6.21,6.45,42.72,6.6610000000000005,0.15,473
1654903479,38.07,16.51,179.0,3791.0,12478.0,19938,930.947,5.76,5.99,39.67,6.186,0.14,474
1654903480,39.43,16.43,136.0,3740.0,12487.0,19974,930.948,5.42,5.63,37.29,5.814,0.131,475
1654903481,39.87,15.98,171.0,4890.0,12306.0,19951,930.942,4.86,5.05,33.44,5.214,0.118,476
1654903482,40.07,15.6,155.0,4724.0,12326.0,19965,930.938,4.58,4.75,31.5,4.912,0.111,477
1654903483,40.22,15.4,187.0,5988.0,12194.0,19923,930.94,4.17,4.33,28.68,4.472,0.1009999999999999,478
1654903484,40.35,15.24,1944.1240303826864,10040.0,11992.0,19884,930.927,3.98,184.4434668528237,27.38,4.269,0.096,479
1654903485,40.43,15.15,290.0,13695.0,11818.0,19819,930.93,3.63,3.77,24.95,3.891,0.088,480
1654903486,40.53,15.06,331.0,13748.0,11811.0,19778,930.936,3.46,3.59,23.78,3.708,0.084,481
1654903487,40.59,15.02,539.0,36082.0,11341.0,19560,930.928,3.13,3.25,21.55,3.36,0.076,482
1654903488,40.64,15.02,768.0,42137.0,11262.0,19398,930.933,2.99,3.1,20.55,3.204,0.072,483
1654903489,40.8,14.84,2193.0,60000.0,10939.0,19027,930.939,2.64,2.74,18.16,2.832,0.064,484
1654903490,40.84,14.63,2542.0,60000.0,10969.0,18935,930.933,2.53,2.63,17.44,2.719,0.061,485
1654903491,40.9,14.52,2314.0,57527.0,11020.0,18989,930.952,2.35,2.44,16.18,2.524,0.057,486
1654903492,40.94,14.41,2411.0,51876.0,11125.0,18981,930.957,2.26,2.35,15.54,2.423,0.055,487
1654903493,41.0,14.4,1833.0,44105.0,11232.0,19115,930.948,2.09,2.17,14.35,2.238,0.051,488
1654903494,41.02,14.41,1069.0,16633.0,11680.0,19315,930.936,2.01,2.08,13.81,2.154,0.049,489
1654903495,41.08,14.42,652.0,11413.0,11934.0,19467,930.945,1.86,1.93,12.79,1.994,0.045,490
1654903496,41.07,14.35,546.0,8117.0,12085.0,19558,930.937,1.82,1.89,12.5,1.949,0.044,491
1654903497,41.1,14.34,436.0,5350.0,12228.0,19679,930.928,1.73,1.79,11.88,1.852,0.042,492
1654903498,41.12,14.14,370.0,5706.0,12200.0,19749,930.933,1.69,1.75,11.6,1.809,0.0409999999999999,493
1654903499,41.11,13.98,458.0,13229.0,11841.0,19648,930.923,1.63,1.69,11.2,1.747,0.039,494
1654903500,41.17,13.85,523.0,13542.0,11825.0,19587,930.911,1.6,1.66,11.02,1.719,0.039,495
1654903501,41.22,13.82,427.0,8452.0,12069.0,19680,930.91,1.54,1.6,10.6,1.653,0.037,496
1654903502,41.22,13.89,339.0,6018.0,12193.0,19771,930.918,1.53,1.59,10.51,1.638,0.037,497
1654903503,41.25,13.9,282.0,5820.0,12187.0,19825,930.911,1.47,1.53,10.13,1.579,0.036,498
1654903504,41.28,13.89,346.0,9788.0,12012.0,19761,930.914,1.43,1.49,9.87,1.539,0.035,499
1654903505,41.28,13.81,331.0,8155.0,12080.0,19786,930.908,1.36,1.42,9.39,1.465,0.033,500
1654903506,41.31,13.76,308.0,8391.0,12071.0,19812,930.907,1.33,1.39,9.19,1.432,0.032,501
1654903507,41.31,13.88,376.0,10940.0,11949.0,19731,930.908,1.32,1.37,9.1,1.418,0.032,502
1654903508,40.02,13.91,511.0,12115.0,11890.0,19586,930.908,1.33,1.38,9.13,1.4240000000000002,0.032,503
1654903509,39.64,14.26,604.0,13336.0,11829.0,19506,930.909,1.3,1.35,8.92,1.392,0.031,504
1654903510,39.41,14.46,649.0,14351.0,11788.0,19456,930.893,1.28,1.33,8.82,1.376,0.031,505
1654903511,39.19,14.69,1431.0,17266.0,11646.0,19223,930.879,1.28,1.32,8.78,1.369,0.031,506
1654903512,39.07,14.84,1358.0,15282.0,11742.0,19235,930.883,1.27,1.31,8.71,1.358,0.031,507
1654903513,39.05,15.01,1207.0,15930.0,11708.0,19284,930.892,1.25,1.3,8.61,1.3430000000000002,0.03,508
1654903514,38.98,15.12,1429.0,16716.0,11675.0,19225,930.884,1.25,1.3,8.62,1.344,0.03,509
1654903515,38.89,15.29,1164.0,16312.0,11685.0,19283,930.887,1.2,1.25,8.28,1.291,0.0289999999999999,510
1654903516,38.83,15.36,1831.0,24703.0,11501.0,19118,930.877,1.16,1.21,7.99,1.247,0.0279999999999999,511
1654903517,38.83,15.36,2693.0,36485.0,11336.0,18887,930.89,1.14,1.19,7.88,1.228,0.0279999999999999,512
1654903518,38.78,15.32,2997.0,37217.0,11315.0,18815,930.899,1.16,1.2,7.97,1.243,0.0279999999999999,513
1654903519,38.79,15.34,3434.0,41834.0,11251.0,18707,930.9,1.17,1.22,8.08,1.26,0.0279999999999999,514
1654903520,38.65,15.17,4725.0,39488.0,11289.0,18625,930.909,1.18,1.22,8.11,1.264,0.0289999999999999,515
1654903521,38.64,15.09,3382.0,30506.0,11421.0,18728,930.888,1.18,1.22,8.1,1.263,0.0289999999999999,516
1654903522,38.52,15.0,1344.0,11055.0,11931.0,19237,930.877,1.2,1.25,8.26,1.288,0.0289999999999999,517
1654903523,38.49,15.11,1103.0,12977.0,11853.0,19300,930.873,1.23,1.28,8.49,1.3230000000000002,0.03,518
1654903524,38.49,15.24,1306.0,13596.0,11819.0,19254,930.877,1.26,1.3,8.64,1.348,0.03,519
1654903525,38.51,15.29,1243.0,12275.0,11879.0,19270,930.878,1.26,1.31,8.68,1.354,0.031,520
1654903526,38.48,15.32,1107.0,10810.0,11953.0,19294,930.891,1.28,1.33,8.8,1.372,0.031,521
1654903527,38.47,15.4,632.0,5469.0,12209.0,19484,930.896,1.29,1.34,8.86,1.381,0.031,522
1654903528,38.48,15.42,503.0,5143.0,12253.0,19605,930.903,1.3,1.35,8.93,1.392,0.031,523
1654903529,38.42,15.45,443.0,6156.0,12173.0,19660,930.907,1.29,1.34,8.85,1.379,0.031,524
1654903530,38.41,15.43,401.0,6133.0,12164.0,19708,930.898,1.29,1.34,8.87,1.383,0.031,525
1654903531,38.41,15.32,439.0,6926.0,12141.0,19662,930.897,1.33,1.38,9.14,1.426,0.032,526
1654903532,38.39,15.4,416.0,7331.0,12117.0,19689,930.895,1.39,1.44,9.54,1.487,0.034,527
1654903533,38.38,15.5,468.0,7323.0,12116.0,19633,930.894,1.41,1.47,9.71,1.515,0.034,528
1654903534,39.77,15.54,375.0,5127.0,12246.0,19741,930.9,1.45,1.51,9.98,1.557,0.035,529
1654903535,40.18,15.1,381.0,6270.0,12174.0,19730,930.904,1.45,1.51,9.98,1.557,0.035,530
1654903536,40.36,14.8,539.0,10826.0,11942.0,19562,930.9,1.42,1.47,9.76,1.521,0.034,531
1654903537,40.57,14.41,1381.0,15953.0,11699.0,19238,930.891,1.35,1.4,9.29,1.449,0.033,532
1654903538,40.64,14.22,1563.0,14923.0,11758.0,19193,930.896,1.28,1.33,8.8,1.372,0.031,533
1654903539,40.73,14.06,1802.0,16373.0,11678.0,19123,930.887,1.24,1.29,8.51,1.328,0.03,534
1654903540,40.8,13.96,1344.0,11032.0,11938.0,19239,930.893,1.18,1.22,8.1,1.264,0.0289999999999999,535
1654903541,40.87,13.94,975.0,12428.0,11866.0,19327,930.902,1.15,1.19,7.91,1.233,0.0279999999999999,536
1654903542,40.91,13.89,1555.0,16014.0,11701.0,19191,930.888,1.14,1.18,7.82,1.219,0.0279999999999999,537
1654903543,40.93,13.78,1632.0,14275.0,11781.0,19176,930.882,1.13,1.17,7.74,1.207,0.027,538
1654903544,41.02,13.73,795.0,7239.0,12120.0,19374,930.877,1.05,1.09,7.25,1.13,0.026,539
1654903545,41.08,13.65,648.0,6652.0,12154.0,19453,930.889,1.01,1.05,6.93,1.081,0.024,540
1654903546,41.11,13.72,545.0,5337.0,12225.0,19557,930.889,0.99,1.03,6.79,1.0590000000000002,0.024,541
1654903547,41.14,13.72,473.0,4938.0,12288.0,19636,930.893,0.96,0.99,6.58,1.026,0.023,542
1654903548,41.17,13.79,398.0,4436.0,12356.0,19710,930.881,0.96,1.0,6.61,1.031,0.023,543
1654903549,41.18,13.77,339.0,4178.0,12401.0,19766,930.887,0.97,1.01,6.67,1.04,0.023,544
1654903550,41.22,13.82,295.0,4567.0,12341.0,19817,930.901,0.96,0.99,6.58,1.025,0.023,545
1654903551,41.27,13.86,291.0,4219.0,12404.0,19826,930.897,0.94,0.98,6.5,1.013,0.023,546
1654903552,41.27,13.92,265.0,4348.0,12376.0,19836,930.892,0.91,0.94,6.25,0.974,0.022,547
1654903553,41.32,13.94,195.0,3454.0,12516.0,19921,930.898,0.9,0.93,6.19,0.966,0.022,548
1654903554,41.31,13.84,197.0,4351.0,12371.0,19913,930.903,0.89,0.92,6.12,0.955,0.022,549
1654903555,41.28,13.61,239.0,4986.0,12277.0,19872,930.896,0.88,0.91,6.06,0.945,0.021,550
1654903556,41.28,13.42,175.0,3395.0,12533.0,19934,930.892,0.85,0.88,5.85,0.912,0.021,551
1654903557,41.32,13.42,84.0,2374.0,12690.0,20030,930.889,0.84,0.87,5.76,0.898,0.02,552
1654903558,41.34,13.47,1944.1240303826864,2095.0,12734.0,20083,930.899,0.85,0.88,5.85,0.912,0.021,553
1654903559,41.37,13.59,0.0,1657.0,12805.0,20157,930.894,0.86,0.89,5.89,0.919,0.021,554
1654903560,41.37,13.6,0.0,1345.0,12936.0,20211,930.904,0.89,0.92,6.12,0.954,0.022,555
1654903561,41.41,13.57,0.0,1523.0,12833.0,20239,930.917,0.9,0.93,6.19,0.965,0.022,556
1654903562,40.12,13.67,0.0,2123.0,12722.0,20208,930.925,0.91,0.94,6.25,0.975,0.022,557
1654903563,39.68,14.12,5.0,2637.0,12647.0,20126,930.921,0.92,0.95,6.31,0.985,0.022,558
1654903564,39.47,14.48,47.0,2703.0,12641.0,20083,930.918,0.92,0.96,6.37,0.993,0.022,559
1654903565,39.36,14.65,0.0,1527.0,12839.0,20165,930.907,0.92,184.4434668528237,6.32,0.985,0.022,560
1654903566,39.26,14.81,0.0,1581.0,12810.0,20226,930.911,0.91,0.95,6.26,0.977,0.022,561
1654903567,39.17,14.94,0.0,2146.0,12717.0,20219,930.919,0.88,0.92,6.06,0.945,0.021,562
1654903568,39.09,15.01,0.0,3130.0,12567.0,20191,930.916,0.87,0.9,5.97,0.932,0.021,563
1654903569,39.05,15.06,0.0,2544.0,12667.0,20212,930.906,0.86,0.89,5.93,0.924,0.021,564
1654903570,38.98,15.02,0.0,2554.0,12663.0,20227,930.909,0.87,0.9,5.99,0.934,0.021,565
1654903571,38.95,15.04,0.0,2464.0,12672.0,20255,930.905,0.89,0.92,6.11,0.952,0.022,566
1654903572,38.89,15.07,0.0,2275.0,12703.0,20272,930.921,0.9,0.93,6.16,0.961,0.022,567
1654903573,38.87,15.1,0.0,3183.0,12565.0,20280,930.916,0.92,0.96,6.35,0.991,0.022,568
1654903574,38.83,15.21,0.0,2973.0,12598.0,20272,930.915,0.94,0.98,6.48,1.011,0.023,569
1654903575,38.8,15.37,0.0,2056.0,12737.0,20309,930.912,0.96,1.0,6.63,1.033,0.023,570
1654903576,38.74,15.37,0.0,3512.0,12501.0,20281,930.908,0.96,1.0,6.61,1.03,0.023,571
